timestamp,elapsed_s,cpu_percent,ram_used_mb,ram_percent,peak_ram_used_mb,ollama_cpu_percent,ollama_cpu_percent_norm,ollama_ram_used_mb,peak_ollama_ram_used_mb
2026-06-23T20:48:43.065,101.1,14.8,13451.3,85.7,13589.13,36.7,3.06,801.04,801.04
2026-06-23T20:48:43.304,101.34,13.1,13464.05,85.8,13589.13,45.5,3.79,801.04,801.04
2026-06-23T20:48:43.540,101.57,33.7,13476.38,85.9,13589.13,38.1,3.18,801.04,801.04
2026-06-23T20:48:43.781,101.81,28.1,13484.01,85.9,13589.13,41.8,3.48,801.04,801.04
2026-06-23T20:48:44.019,102.05,11.3,13489.57,85.9,13589.13,41.7,3.48,801.04,801.04
2026-06-23T20:48:44.256,102.29,11.8,13450.14,85.7,13589.13,37.8,3.15,801.04,801.04
2026-06-23T20:48:44.492,102.52,11.1,13464.55,85.8,13589.13,38.1,3.18,801.04,801.04
2026-06-23T20:48:44.728,102.76,12.9,13477.16,85.9,13589.13,38.3,3.19,801.04,801.04
2026-06-23T20:48:44.965,103.0,14.7,13493.56,86.0,13589.13,37.9,3.16,801.04,801.04
2026-06-23T20:48:45.201,103.23,18.5,13447.33,85.7,13589.13,38.0,3.17,801.04,801.04
2026-06-23T20:48:45.444,103.48,19.4,13445.17,85.7,13589.13,46.0,3.83,801.04,801.04
2026-06-23T20:48:45.681,103.71,16.8,13461.9,85.8,13589.13,37.6,3.13,801.04,801.04
2026-06-23T20:48:45.919,103.95,16.7,13478.93,85.9,13589.13,37.9,3.16,801.04,801.04
2026-06-23T20:48:46.157,104.19,16.3,13441.14,85.6,13589.13,46.1,3.84,801.04,801.04
2026-06-23T20:48:46.394,104.43,12.1,13454.19,85.7,13589.13,42.1,3.51,801.04,801.04
2026-06-23T20:48:46.637,104.67,14.2,13467.7,85.8,13589.13,37.2,3.1,801.04,801.04
2026-06-23T20:48:46.875,104.91,12.1,13482.83,85.9,13589.13,37.8,3.15,801.04,801.04
2026-06-23T20:48:47.112,105.14,12.5,13420.4,85.5,13589.13,37.9,3.16,801.04,801.04
2026-06-23T20:48:47.350,105.38,13.1,13466.46,85.8,13589.13,38.0,3.17,801.04,801.04
2026-06-23T20:48:47.588,105.62,12.5,13484.96,85.9,13589.13,37.6,3.13,801.04,801.04
2026-06-23T20:48:47.830,105.86,24.3,13499.44,86.0,13589.13,41.8,3.48,801.05,801.05
2026-06-23T20:48:48.066,106.1,14.2,13459.29,85.8,13589.13,46.0,3.83,801.05,801.05
2026-06-23T20:48:48.306,106.34,12.5,13473.91,85.8,13589.13,42.0,3.5,801.05,801.05
2026-06-23T20:48:48.545,106.58,15.9,13491.26,86.0,13589.13,37.6,3.13,801.05,801.05
2026-06-23T20:48:48.783,106.81,13.5,13506.23,86.1,13589.13,41.8,3.48,801.05,801.05
2026-06-23T20:48:49.021,107.05,12.0,13442.81,85.7,13589.13,33.8,2.82,801.05,801.05
2026-06-23T20:48:49.262,107.29,12.6,13458.68,85.8,13589.13,41.4,3.45,801.05,801.05
2026-06-23T20:48:49.500,107.53,12.5,13474.64,85.9,13589.13,37.7,3.14,801.05,801.05
2026-06-23T20:48:49.738,107.77,11.4,13484.58,85.9,13589.13,42.1,3.51,801.05,801.05
2026-06-23T20:48:49.976,108.01,12.1,13496.55,86.0,13589.13,42.1,3.51,801.05,801.05
2026-06-23T20:48:50.214,108.25,12.0,13451.68,85.7,13589.13,37.6,3.13,801.05,801.05
2026-06-23T20:48:50.454,108.49,12.4,13468.42,85.8,13589.13,37.6,3.13,801.05,801.05
2026-06-23T20:48:50.692,108.72,14.2,13484.73,85.9,13589.13,37.8,3.15,801.05,801.05
2026-06-23T20:48:50.933,108.96,15.7,13506.55,86.1,13589.13,41.6,3.47,801.05,801.05
2026-06-23T20:48:51.176,109.21,15.3,13453.64,85.7,13589.13,37.2,3.1,801.05,801.05
2026-06-23T20:48:51.414,109.45,11.8,13472.05,85.8,13589.13,45.8,3.82,801.05,801.05
2026-06-23T20:48:51.654,109.69,33.7,13432.36,85.6,13589.13,41.7,3.48,801.05,801.05
2026-06-23T20:48:51.892,109.92,11.0,13443.81,85.7,13589.13,37.9,3.16,801.05,801.05
2026-06-23T20:48:52.129,110.16,12.5,13391.58,85.3,13589.13,37.9,3.16,801.05,801.05
2026-06-23T20:48:52.371,110.4,28.4,13400.25,85.4,13589.13,45.6,3.8,801.05,801.05
2026-06-23T20:48:52.612,110.64,15.7,13415.61,85.5,13589.13,37.3,3.11,801.05,801.05
2026-06-23T20:48:52.853,110.88,12.9,13427.81,85.6,13589.13,37.2,3.1,801.05,801.05
2026-06-23T20:48:53.098,111.13,14.5,13389.94,85.3,13589.13,41.1,3.43,801.05,801.05
2026-06-23T20:48:53.339,111.37,13.6,13403.18,85.4,13589.13,37.3,3.11,801.05,801.05
2026-06-23T20:48:53.579,111.61,11.7,13421.15,85.5,13589.13,37.5,3.12,801.05,801.05
2026-06-23T20:48:53.817,111.85,12.7,13432.55,85.6,13589.13,41.8,3.48,801.05,801.05
2026-06-23T20:48:54.058,112.09,12.6,13387.58,85.3,13589.13,37.3,3.11,801.05,801.05
2026-06-23T20:48:54.297,112.33,11.7,13396.79,85.4,13589.13,37.8,3.15,801.05,801.05
2026-06-23T20:48:54.535,112.57,12.0,13410.42,85.4,13589.13,46.0,3.83,801.05,801.05
2026-06-23T20:48:54.773,112.8,13.1,13427.11,85.6,13589.13,38.0,3.17,801.05,801.05
2026-06-23T20:48:55.010,113.04,11.4,13440.61,85.6,13589.13,37.8,3.15,801.05,801.05
2026-06-23T20:48:55.251,113.28,17.1,13392.55,85.3,13589.13,37.4,3.12,801.05,801.05
2026-06-23T20:48:55.490,113.52,12.0,13409.54,85.4,13589.13,41.8,3.48,801.05,801.05
2026-06-23T20:48:55.729,113.76,14.2,13426.2,85.5,13589.13,42.0,3.5,801.05,801.05
2026-06-23T20:48:55.968,114.0,15.2,13444.98,85.7,13589.13,37.7,3.14,801.05,801.05
2026-06-23T20:48:56.225,114.26,19.5,13420.1,85.5,13589.13,66.7,5.56,800.05,801.05
2026-06-23T20:48:56.479,114.51,16.9,13480.21,85.9,13589.13,82.2,6.85,843.16,843.16
2026-06-23T20:48:56.718,114.75,13.2,13501.46,86.0,13589.13,37.6,3.13,843.16,843.16
2026-06-23T20:48:56.967,115.0,14.3,13519.08,86.1,13589.13,40.6,3.38,843.16,843.16
2026-06-23T20:48:57.207,115.24,29.5,13435.05,85.6,13589.13,45.7,3.81,843.16,843.16
2026-06-23T20:48:57.448,115.48,16.7,13455.38,85.7,13589.13,37.2,3.1,843.16,843.16
2026-06-23T20:48:57.692,115.72,20.8,13477.9,85.9,13589.13,37.1,3.09,843.16,843.16
2026-06-23T20:48:57.934,115.97,42.1,13498.14,86.0,13589.13,41.3,3.44,843.16,843.16
2026-06-23T20:48:58.174,116.21,13.4,13454.11,85.7,13589.13,45.4,3.78,843.16,843.16
2026-06-23T20:48:58.421,116.45,12.7,13473.5,85.8,13589.13,40.8,3.4,843.16,843.16
2026-06-23T20:48:58.665,116.7,13.9,13492.68,86.0,13589.13,37.1,3.09,843.16,843.16
2026-06-23T20:48:58.904,116.94,12.1,13509.38,86.1,13589.13,41.5,3.46,843.16,843.16
2026-06-23T20:48:59.144,117.18,12.0,13460.9,85.8,13589.13,37.4,3.12,843.16,843.16
2026-06-23T20:48:59.384,117.42,13.0,13475.96,85.9,13589.13,41.6,3.47,843.16,843.16
2026-06-23T20:48:59.632,117.66,18.4,13494.55,86.0,13589.13,40.7,3.39,843.17,843.17
2026-06-23T20:48:59.873,117.9,15.4,13512.82,86.1,13589.13,37.2,3.1,843.18,843.18
2026-06-23T20:49:00.112,118.14,13.9,13428.8,85.6,13589.13,37.3,3.11,843.19,843.19
2026-06-23T20:49:00.352,118.38,12.6,13446.25,85.7,13589.13,45.8,3.82,843.2,843.2
2026-06-23T20:49:00.591,118.62,12.8,13460.63,85.8,13589.13,37.8,3.15,843.21,843.21
2026-06-23T20:49:00.830,118.86,12.7,13473.85,85.8,13589.13,37.9,3.16,843.21,843.21
2026-06-23T20:49:01.071,119.1,13.7,13422.08,85.5,13589.13,41.3,3.44,843.23,843.23
2026-06-23T20:49:01.309,119.34,13.8,13442.77,85.7,13589.13,46.1,3.84,843.24,843.24
2026-06-23T20:49:01.548,119.58,16.6,13461.91,85.8,13589.13,37.7,3.14,843.25,843.25
2026-06-23T20:49:01.788,119.82,12.4,13479.0,85.9,13589.13,37.7,3.14,843.26,843.26
2026-06-23T20:49:02.029,120.06,13.3,13429.05,85.6,13589.13,37.7,3.14,843.28,843.28
2026-06-23T20:49:02.271,120.3,25.3,13445.0,85.7,13589.13,40.8,3.4,843.29,843.29
2026-06-23T20:49:02.512,120.54,13.4,13459.65,85.8,13589.13,37.5,3.12,843.29,843.29
2026-06-23T20:49:02.750,120.78,12.8,13476.11,85.9,13589.13,41.9,3.49,843.29,843.29
2026-06-23T20:49:02.996,121.03,15.1,13487.82,85.9,13589.13,41.1,3.43,843.29,843.29
2026-06-23T20:49:03.236,121.27,12.4,13428.59,85.6,13589.13,41.5,3.46,843.29,843.29
2026-06-23T20:49:03.475,121.51,15.2,13440.52,85.6,13589.13,37.4,3.12,843.29,843.29
2026-06-23T20:49:03.714,121.75,12.4,13461.09,85.8,13589.13,37.6,3.13,843.29,843.29
2026-06-23T20:49:03.952,121.98,11.4,13481.23,85.9,13589.13,37.8,3.15,843.29,843.29
2026-06-23T20:49:04.191,122.22,12.4,13425.03,85.5,13589.13,42.0,3.5,843.29,843.29
2026-06-23T20:49:04.432,122.46,17.8,13456.38,85.7,13589.13,37.5,3.12,843.29,843.29
2026-06-23T20:49:04.671,122.7,13.0,13472.41,85.8,13589.13,41.6,3.47,843.29,843.29
2026-06-23T20:49:04.909,122.94,11.7,13492.51,86.0,13589.13,46.2,3.85,843.29,843.29
2026-06-23T20:49:05.146,123.18,12.1,13442.06,85.6,13589.13,37.9,3.16,843.29,843.29
2026-06-23T20:49:05.385,123.42,28.1,13431.25,85.6,13589.13,42.0,3.5,843.29,843.29
2026-06-23T20:49:05.629,123.66,12.5,13447.64,85.7,13589.13,37.0,3.08,843.29,843.29
2026-06-23T20:49:05.878,123.91,21.7,13464.91,85.8,13589.13,40.5,3.38,843.29,843.29
2026-06-23T20:49:06.123,124.16,33.2,13477.09,85.9,13589.13,44.7,3.73,843.29,843.29
2026-06-23T20:49:06.364,124.4,18.7,13478.94,85.9,13589.13,45.2,3.77,843.29,843.29
2026-06-23T20:49:06.607,124.64,13.0,13500.25,86.0,13589.13,41.4,3.45,843.29,843.29
2026-06-23T20:49:06.859,124.89,35.6,13316.33,84.8,13589.13,36.0,3.0,843.29,843.29
2026-06-23T20:49:07.106,125.14,15.9,13414.57,85.5,13589.13,40.2,3.35,843.29,843.29
2026-06-23T20:49:07.348,125.38,16.5,13431.4,85.6,13589.13,45.3,3.78,843.29,843.29
2026-06-23T20:49:07.591,125.62,12.5,13451.44,85.7,13589.13,37.1,3.09,843.3,843.3
2026-06-23T20:49:07.834,125.87,12.5,13474.05,85.8,13589.13,37.1,3.09,843.3,843.3
2026-06-23T20:49:08.104,126.14,36.1,13256.43,84.5,13589.13,42.8,3.57,843.3,843.3
2026-06-23T20:49:08.345,126.38,15.8,13272.23,84.6,13589.13,39.2,3.27,843.3,843.3
2026-06-23T20:49:08.584,126.62,12.3,13285.69,84.6,13589.13,37.5,3.12,843.3,843.3
2026-06-23T20:49:08.824,126.86,11.6,13335.3,85.0,13589.13,41.9,3.49,843.3,843.3
2026-06-23T20:49:09.070,127.1,13.5,13343.63,85.0,13589.13,37.0,3.08,843.3,843.3
2026-06-23T20:49:09.308,127.34,13.1,13346.73,85.0,13589.13,41.3,3.44,843.3,843.3
2026-06-23T20:49:09.548,127.58,12.0,13352.16,85.1,13589.13,37.6,3.13,843.3,843.3
2026-06-23T20:49:09.787,127.82,12.1,13358.94,85.1,13589.13,37.7,3.14,843.3,843.3
2026-06-23T20:49:10.034,128.07,26.0,13322.02,84.9,13589.13,45.3,3.77,843.3,843.3
2026-06-23T20:49:10.273,128.31,13.8,13334.07,85.0,13589.13,41.0,3.42,843.3,843.3
2026-06-23T20:49:10.518,128.55,17.9,13356.33,85.1,13589.13,41.0,3.42,843.3,843.3
2026-06-23T20:49:10.758,128.79,18.9,13357.79,85.1,13589.13,37.3,3.11,843.3,843.3
2026-06-23T20:49:11.000,129.03,12.5,13357.73,85.1,13589.13,41.4,3.45,843.3,843.3
2026-06-23T20:49:11.239,129.27,13.1,13333.05,85.0,13589.13,37.8,3.15,843.3,843.3
2026-06-23T20:49:11.477,129.51,12.1,13336.88,85.0,13589.13,37.6,3.13,843.3,843.3
2026-06-23T20:49:11.717,129.75,12.9,13338.33,85.0,13589.13,41.7,3.48,843.3,843.3
2026-06-23T20:49:11.956,129.99,14.2,13343.77,85.0,13589.13,41.9,3.49,843.3,843.3
2026-06-23T20:49:12.205,130.24,20.3,13276.02,84.6,13589.13,36.5,3.04,843.3,843.3
2026-06-23T20:49:12.455,130.49,22.4,13297.17,84.7,13589.13,47.9,3.99,843.3,843.3
2026-06-23T20:49:12.697,130.73,22.9,13303.31,84.8,13589.13,36.9,3.07,843.3,843.3
2026-06-23T20:49:12.944,130.98,32.1,13334.74,85.0,13589.13,45.3,3.78,843.43,843.43
2026-06-23T20:49:13.188,131.22,28.7,13323.94,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:13.428,131.46,10.9,13328.79,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:13.668,131.7,8.1,13334.02,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:13.910,131.94,15.0,13342.96,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:14.148,132.18,10.8,13301.07,84.7,13589.13,4.2,0.35,843.43,843.43
2026-06-23T20:49:14.385,132.42,12.0,13311.71,84.8,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:14.640,132.67,14.2,13326.15,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:14.882,132.91,24.0,13352.94,85.1,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:15.123,133.15,9.2,13344.09,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:15.360,133.39,7.1,13344.52,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:15.599,133.63,38.2,13334.28,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:15.838,133.87,8.2,13336.08,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:16.081,134.11,23.2,13341.22,85.0,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:16.319,134.35,17.3,13323.8,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:16.558,134.59,8.5,13328.87,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:16.795,134.83,9.3,13332.4,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:17.037,135.07,8.7,13334.44,85.0,13589.13,4.2,0.35,843.43,843.43
2026-06-23T20:49:17.276,135.31,15.3,13309.68,84.8,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:17.514,135.55,8.2,13308.1,84.8,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:17.750,135.78,6.1,13310.78,84.8,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:17.988,136.02,10.2,13318.34,84.9,13589.13,0.0,0.0,843.43,843.43
2026-06-23T20:49:18.248,136.28,18.0,12926.91,82.4,13589.13,83.1,6.92,843.71,843.71
2026-06-23T20:49:18.466,136.5,7.0,12641.8,80.5,13589.13,4.0,0.33,56.38,843.71
2026-06-23T20:49:18.687,136.72,14.9,12660.99,80.7,13589.13,4.6,0.38,83.53,843.71
2026-06-23T20:49:18.912,136.94,17.9,12663.82,80.7,13589.13,13.4,1.12,100.35,843.71
2026-06-23T20:49:19.142,137.17,21.6,12713.37,81.0,13589.13,101.1,8.42,216.47,843.71
2026-06-23T20:49:19.376,137.41,24.5,12747.15,81.2,13589.13,103.5,8.62,247.9,843.71
2026-06-23T20:49:19.614,137.65,34.4,12877.38,82.0,13589.13,102.6,8.55,256.86,843.71
2026-06-23T20:49:19.856,137.89,17.9,12897.84,82.2,13589.13,58.3,4.86,507.19,843.71
2026-06-23T20:49:20.096,138.13,14.8,12821.5,81.7,13589.13,62.3,5.19,507.31,843.71
2026-06-23T20:49:20.346,138.38,19.6,12819.6,81.7,13589.13,40.0,3.33,507.41,843.71
2026-06-23T20:49:20.586,138.62,26.1,12802.48,81.6,13589.13,54.5,4.54,507.5,843.71
2026-06-23T20:49:20.824,138.86,13.9,12797.14,81.5,13589.13,41.9,3.49,503.63,843.71
2026-06-23T20:49:21.062,139.09,12.4,12856.93,81.9,13589.13,45.9,3.82,540.61,843.71
2026-06-23T20:49:21.306,139.34,16.8,12870.76,82.0,13589.13,20.9,1.74,540.81,843.71
2026-06-23T20:49:21.546,139.58,30.4,12880.31,82.1,13589.13,49.6,4.13,542.76,843.71
2026-06-23T20:49:21.790,139.82,20.7,12899.47,82.2,13589.13,45.3,3.77,542.76,843.71
2026-06-23T20:49:22.034,140.07,19.0,12884.54,82.1,13589.13,41.0,3.42,541.76,843.71
2026-06-23T20:49:22.272,140.3,10.4,12863.46,82.0,13589.13,37.6,3.13,541.76,843.71
2026-06-23T20:49:22.509,140.54,16.4,12902.15,82.2,13589.13,38.0,3.17,541.76,843.71
2026-06-23T20:49:22.746,140.78,11.6,12909.05,82.2,13589.13,46.4,3.87,541.77,843.71
2026-06-23T20:49:22.986,141.02,9.9,12913.71,82.3,13589.13,37.9,3.16,541.77,843.71
2026-06-23T20:49:23.223,141.25,9.6,12902.68,82.2,13589.13,37.5,3.12,541.77,843.71
2026-06-23T20:49:23.469,141.5,26.1,12912.47,82.3,13589.13,102.6,8.55,551.46,843.71
2026-06-23T20:49:23.713,141.75,18.1,12917.84,82.3,13589.13,40.9,3.41,551.46,843.71
2026-06-23T20:49:23.971,142.0,53.3,12921.71,82.3,13589.13,44.0,3.67,551.46,843.71
2026-06-23T20:49:24.217,142.25,60.1,12935.19,82.4,13589.13,47.5,3.96,551.46,843.71
2026-06-23T20:49:24.455,142.49,18.6,12950.03,82.5,13589.13,41.7,3.48,551.46,843.71
2026-06-23T20:49:24.692,142.72,15.3,12961.64,82.6,13589.13,42.2,3.52,551.46,843.71
2026-06-23T20:49:24.928,142.96,12.9,12959.63,82.6,13589.13,38.1,3.18,551.46,843.71
2026-06-23T20:49:25.166,143.2,12.1,12963.95,82.6,13589.13,38.1,3.18,551.46,843.71
2026-06-23T20:49:25.404,143.44,12.5,12969.13,82.6,13589.13,37.7,3.14,551.46,843.71
2026-06-23T20:49:25.644,143.68,24.9,13074.78,83.3,13589.13,108.7,9.06,551.55,843.71
2026-06-23T20:49:25.882,143.91,11.0,12917.56,82.3,13589.13,37.8,3.15,551.55,843.71
2026-06-23T20:49:26.119,144.15,11.7,12887.91,82.1,13589.13,42.1,3.51,551.55,843.71
2026-06-23T20:49:26.356,144.39,10.6,12887.93,82.1,13589.13,37.9,3.16,551.55,843.71
2026-06-23T20:49:26.593,144.62,11.1,12890.87,82.1,13589.13,38.0,3.17,551.55,843.71
2026-06-23T20:49:26.830,144.86,10.7,12888.86,82.1,13589.13,42.3,3.52,551.55,843.71
2026-06-23T20:49:27.070,145.1,19.0,12871.9,82.0,13589.13,37.6,3.13,551.55,843.71
2026-06-23T20:49:27.310,145.34,18.9,12877.66,82.0,13589.13,37.6,3.13,551.55,843.71
2026-06-23T20:49:27.554,145.59,16.2,12893.77,82.2,13589.13,49.1,4.09,551.61,843.71
2026-06-23T20:49:27.809,145.84,36.8,13154.8,83.8,13589.13,105.5,8.79,551.79,843.71
2026-06-23T20:49:28.059,146.09,40.1,13164.55,83.9,13589.13,46.8,3.9,551.79,843.71
2026-06-23T20:49:28.298,146.33,14.0,13168.5,83.9,13589.13,37.2,3.1,551.79,843.71
2026-06-23T20:49:28.551,146.58,36.9,12945.16,82.5,13589.13,40.4,3.37,551.79,843.71
2026-06-23T20:49:28.791,146.82,23.7,12975.61,82.7,13589.13,40.9,3.41,551.79,843.71
2026-06-23T20:49:29.030,147.06,29.8,12975.59,82.7,13589.13,37.5,3.12,551.79,843.71
2026-06-23T20:49:29.267,147.3,12.9,12974.21,82.7,13589.13,38.0,3.17,551.79,843.71
2026-06-23T20:49:29.503,147.53,13.9,12975.76,82.7,13589.13,46.5,3.88,551.79,843.71
2026-06-23T20:49:29.751,147.78,37.2,12951.55,82.5,13589.13,53.0,4.42,541.7,843.71
2026-06-23T20:49:29.992,148.02,30.0,12961.19,82.6,13589.13,95.0,7.92,551.93,843.71
2026-06-23T20:49:30.233,148.26,20.4,12929.81,82.4,13589.13,45.5,3.79,551.93,843.71
2026-06-23T20:49:30.471,148.5,13.1,12917.9,82.3,13589.13,33.7,2.81,551.93,843.71
2026-06-23T20:49:30.707,148.74,10.7,12920.26,82.3,13589.13,38.0,3.17,551.93,843.71
2026-06-23T20:49:30.948,148.98,15.4,12922.47,82.3,13589.13,41.6,3.47,551.93,843.71
2026-06-23T20:49:31.184,149.22,16.5,12936.07,82.4,13589.13,38.0,3.17,551.93,843.71
2026-06-23T20:49:31.421,149.45,10.7,12938.1,82.4,13589.13,38.1,3.18,551.93,843.71
2026-06-23T20:49:31.658,149.69,11.7,12937.52,82.4,13589.13,37.8,3.15,551.93,843.71
2026-06-23T20:49:31.912,149.94,33.0,12942.04,82.5,13589.13,56.4,4.7,546.97,843.71
2026-06-23T20:49:32.148,150.18,17.3,12930.23,82.4,13589.13,90.5,7.54,552.16,843.71
2026-06-23T20:49:32.384,150.42,10.4,12934.84,82.4,13589.13,42.4,3.53,552.16,843.71
2026-06-23T20:49:32.620,150.65,11.1,12937.5,82.4,13589.13,38.2,3.18,552.16,843.71
2026-06-23T20:49:32.861,150.89,11.6,12931.7,82.4,13589.13,41.8,3.48,552.16,843.71
2026-06-23T20:49:33.101,151.13,15.5,12955.57,82.5,13589.13,41.9,3.49,552.16,843.71
2026-06-23T20:49:33.340,151.37,11.3,12955.52,82.5,13589.13,33.3,2.77,552.16,843.71
2026-06-23T20:49:33.581,151.61,12.6,12955.73,82.5,13589.13,50.1,4.17,552.16,843.71
2026-06-23T20:49:33.826,151.86,15.2,12948.05,82.5,13589.13,36.7,3.06,552.16,843.71
2026-06-23T20:49:34.068,152.1,15.0,12951.57,82.5,13589.13,57.8,4.82,544.89,843.71
2026-06-23T20:49:34.305,152.34,14.1,12951.8,82.5,13589.13,71.2,5.93,551.11,843.71
2026-06-23T20:49:34.545,152.58,13.6,12953.82,82.5,13589.13,46.0,3.83,551.11,843.71
2026-06-23T20:49:34.782,152.81,11.7,12952.18,82.5,13589.13,33.6,2.8,551.11,843.71
2026-06-23T20:49:35.039,153.07,27.1,12944.75,82.5,13589.13,39.2,3.27,551.11,843.71
2026-06-23T20:49:35.281,153.31,14.4,12930.36,82.4,13589.13,40.9,3.41,551.11,843.71
2026-06-23T20:49:35.517,153.55,15.4,12932.1,82.4,13589.13,42.4,3.53,551.11,843.71
2026-06-23T20:49:35.752,153.78,10.4,12930.62,82.4,13589.13,34.0,2.83,551.11,843.71
2026-06-23T20:49:35.988,154.02,11.5,12931.38,82.4,13589.13,38.2,3.18,551.11,843.71
2026-06-23T20:49:36.223,154.25,11.8,12925.74,82.4,13589.13,46.7,3.89,551.11,843.71
2026-06-23T20:49:36.465,154.5,20.9,12924.04,82.3,13589.13,99.8,8.32,552.24,843.71
2026-06-23T20:49:36.708,154.74,12.5,12925.75,82.4,13589.13,37.3,3.11,552.31,843.71
2026-06-23T20:49:36.949,154.98,22.5,12932.44,82.4,13589.13,45.5,3.79,552.31,843.71
2026-06-23T20:49:37.190,155.22,23.2,12939.52,82.4,13589.13,41.7,3.48,552.31,843.71
2026-06-23T20:49:37.428,155.46,14.3,12938.45,82.4,13589.13,37.6,3.13,552.31,843.71
2026-06-23T20:49:37.667,155.7,17.5,12937.9,82.4,13589.13,37.6,3.13,552.31,843.71
2026-06-23T20:49:37.905,155.94,12.5,12938.1,82.4,13589.13,42.0,3.5,552.31,843.71
2026-06-23T20:49:38.147,156.18,13.9,12937.23,82.4,13589.13,41.2,3.43,552.31,843.71
2026-06-23T20:49:38.383,156.42,10.8,12936.88,82.4,13589.13,37.9,3.16,552.31,843.71
2026-06-23T20:49:38.631,156.66,26.8,12928.78,82.4,13589.13,108.0,9.0,553.36,843.71
2026-06-23T20:49:38.887,156.92,49.5,12933.54,82.4,13589.13,38.9,3.24,553.41,843.71
2026-06-23T20:49:39.126,157.16,20.1,12936.36,82.4,13589.13,49.4,4.12,553.41,843.71
2026-06-23T20:49:39.370,157.4,25.0,12950.89,82.5,13589.13,41.2,3.43,553.41,843.71
2026-06-23T20:49:39.612,157.64,22.5,12861.41,81.9,13589.13,41.3,3.44,553.41,843.71
2026-06-23T20:49:39.857,157.89,21.7,12867.87,82.0,13589.13,36.8,3.07,553.41,843.71
2026-06-23T20:49:40.100,158.13,21.8,12900.77,82.2,13589.13,40.9,3.41,553.41,843.71
2026-06-23T20:49:40.339,158.37,18.1,12949.15,82.5,13589.13,41.9,3.49,553.41,843.71
2026-06-23T20:49:40.579,158.61,16.2,12949.79,82.5,13589.13,37.4,3.12,553.41,843.71
2026-06-23T20:49:40.837,158.87,23.4,12951.75,82.5,13589.13,109.3,9.11,553.55,843.71
2026-06-23T20:49:41.083,159.11,17.4,12951.28,82.5,13589.13,44.8,3.73,553.55,843.71
2026-06-23T20:49:41.323,159.36,20.0,12952.5,82.5,13589.13,41.0,3.42,553.55,843.71
2026-06-23T20:49:41.562,159.59,10.0,12952.47,82.5,13589.13,37.9,3.16,553.55,843.71
2026-06-23T20:49:41.800,159.83,11.0,12952.95,82.5,13589.13,37.7,3.14,553.55,843.71
2026-06-23T20:49:42.036,160.07,8.2,12949.88,82.5,13589.13,38.1,3.18,553.55,843.71
2026-06-23T20:49:42.289,160.32,20.1,13181.9,84.0,13589.13,40.3,3.36,553.55,843.71
2026-06-23T20:49:42.535,160.57,29.9,13193.02,84.1,13589.13,40.3,3.36,553.55,843.71
2026-06-23T20:49:42.793,160.83,24.3,13191.28,84.0,13589.13,47.0,3.92,553.55,843.71
2026-06-23T20:49:43.035,161.07,28.4,13004.28,82.9,13589.13,112.8,9.4,553.86,843.71
2026-06-23T20:49:43.276,161.31,18.4,13088.52,83.4,13589.13,37.5,3.12,553.86,843.71
2026-06-23T20:49:43.515,161.55,21.5,13125.04,83.6,13589.13,37.4,3.12,553.86,843.71
2026-06-23T20:49:43.752,161.78,14.9,13133.86,83.7,13589.13,38.0,3.17,553.86,843.71
2026-06-23T20:49:43.987,162.02,9.7,13118.15,83.6,13589.13,38.1,3.18,553.86,843.71
2026-06-23T20:49:44.224,162.26,8.2,13113.93,83.6,13589.13,38.0,3.17,553.86,843.71
2026-06-23T20:49:44.467,162.5,14.7,13110.24,83.5,13589.13,41.7,3.48,553.86,843.71
2026-06-23T20:49:44.707,162.74,12.8,13091.38,83.4,13589.13,41.4,3.45,553.86,843.71
2026-06-23T20:49:44.950,162.98,16.1,13090.13,83.4,13589.13,41.2,3.43,553.86,843.71
2026-06-23T20:49:45.189,163.22,21.2,12985.19,82.7,13589.13,95.7,7.98,551.36,843.71
2026-06-23T20:49:45.425,163.46,12.2,12985.41,82.7,13589.13,42.2,3.52,551.36,843.71
2026-06-23T20:49:45.667,163.7,14.4,12985.46,82.7,13589.13,41.8,3.48,551.36,843.71
2026-06-23T20:49:45.911,163.94,11.2,12983.19,82.7,13589.13,45.0,3.75,551.36,843.71
